File	Velocity(km/s)	Velocity_error(km/s)	Sigma(km/s)	Sigma_error(km/s)	h3	h3_error	h4	h4_error
spectrum_xpos_30_ypos_16_fiber_number_1307_NGC7025_LR-V.txt	5015.59	3.40	228.49	4.33	-0.0387	0.0127	0.0525	0.0137
spectrum_xpos_30_ypos_17_fiber_number_1308_NGC7025_LR-V.txt	5015.59	3.40	228.49	4.33	-0.0387	0.0127	0.0525	0.0137
spectrum_xpos_30_ypos_18_fiber_number_1309_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_30_ypos_19_fiber_number_1310_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_30_ypos_20_fiber_number_1311_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_30_ypos_21_fiber_number_1312_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_30_ypos_22_fiber_number_1313_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_30_ypos_23_fiber_number_1314_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_30_ypos_24_fiber_number_1315_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_30_ypos_25_fiber_number_1316_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_30_ypos_26_fiber_number_1317_NGC7025_LR-V.txt	4910.28	3.43	224.67	4.49	-0.0089	0.0133	0.0592	0.0143
spectrum_xpos_30_ypos_27_fiber_number_1318_NGC7025_LR-V.txt	4910.28	3.43	224.67	4.49	-0.0089	0.0133	0.0592	0.0143
spectrum_xpos_30_ypos_28_fiber_number_1319_NGC7025_LR-V.txt	4910.28	3.43	224.67	4.49	-0.0089	0.0133	0.0592	0.0143
spectrum_xpos_30_ypos_29_fiber_number_1320_NGC7025_LR-V.txt	4910.28	3.43	224.67	4.49	-0.0089	0.0133	0.0592	0.0143
spectrum_xpos_30_ypos_30_fiber_number_1321_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_30_ypos_31_fiber_number_1322_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_30_ypos_32_fiber_number_1323_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_30_ypos_33_fiber_number_1324_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_30_ypos_34_fiber_number_1325_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_30_ypos_35_fiber_number_1326_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_30_ypos_36_fiber_number_1327_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_30_ypos_37_fiber_number_1328_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_30_ypos_38_fiber_number_1329_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_30_ypos_39_fiber_number_1330_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_30_ypos_40_fiber_number_1331_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_30_ypos_41_fiber_number_1332_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_30_ypos_42_fiber_number_1333_NGC7025_LR-V.txt	4854.82	5.29	203.18	6.88	0.0744	0.0220	0.0609	0.0252
spectrum_xpos_31_ypos_00_fiber_number_1334_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_31_ypos_01_fiber_number_1335_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_31_ypos_02_fiber_number_1336_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_31_ypos_03_fiber_number_1337_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_31_ypos_04_fiber_number_1338_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_31_ypos_05_fiber_number_1339_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_31_ypos_06_fiber_number_1340_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_31_ypos_07_fiber_number_1341_NGC7025_LR-V.txt	5038.09	4.54	215.71	5.47	-0.1071	0.0170	0.0501	0.0191
spectrum_xpos_31_ypos_08_fiber_number_1342_NGC7025_LR-V.txt	5038.09	4.54	215.71	5.47	-0.1071	0.0170	0.0501	0.0191
spectrum_xpos_31_ypos_09_fiber_number_1343_NGC7025_LR-V.txt	5038.09	4.54	215.71	5.47	-0.1071	0.0170	0.0501	0.0191
spectrum_xpos_31_ypos_10_fiber_number_1344_NGC7025_LR-V.txt	5038.09	4.54	215.71	5.47	-0.1071	0.0170	0.0501	0.0191
spectrum_xpos_31_ypos_11_fiber_number_1345_NGC7025_LR-V.txt	5038.09	4.54	215.71	5.47	-0.1071	0.0170	0.0501	0.0191
spectrum_xpos_31_ypos_12_fiber_number_1346_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_31_ypos_13_fiber_number_1347_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_31_ypos_14_fiber_number_1348_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_31_ypos_15_fiber_number_1349_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_31_ypos_16_fiber_number_1350_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_31_ypos_17_fiber_number_1351_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_31_ypos_18_fiber_number_1352_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_31_ypos_19_fiber_number_1353_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_31_ypos_20_fiber_number_1354_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_31_ypos_21_fiber_number_1355_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_31_ypos_22_fiber_number_1356_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_31_ypos_23_fiber_number_1357_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_31_ypos_24_fiber_number_1358_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_31_ypos_25_fiber_number_1359_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_31_ypos_26_fiber_number_1360_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_31_ypos_27_fiber_number_1361_NGC7025_LR-V.txt	4910.28	3.43	224.67	4.49	-0.0089	0.0133	0.0592	0.0143
spectrum_xpos_31_ypos_28_fiber_number_1362_NGC7025_LR-V.txt	4910.28	3.43	224.67	4.49	-0.0089	0.0133	0.0592	0.0143
spectrum_xpos_31_ypos_29_fiber_number_1363_NGC7025_LR-V.txt	4910.28	3.43	224.67	4.49	-0.0089	0.0133	0.0592	0.0143
spectrum_xpos_31_ypos_30_fiber_number_1364_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_31_ypos_31_fiber_number_1365_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_31_ypos_32_fiber_number_1366_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_31_ypos_33_fiber_number_1367_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_31_ypos_34_fiber_number_1368_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_31_ypos_35_fiber_number_1369_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_31_ypos_36_fiber_number_1370_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_31_ypos_37_fiber_number_1371_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_31_ypos_38_fiber_number_1372_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_31_ypos_39_fiber_number_1373_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_31_ypos_40_fiber_number_1374_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_31_ypos_41_fiber_number_1375_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_31_ypos_42_fiber_number_1376_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_32_ypos_00_fiber_number_1377_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_32_ypos_01_fiber_number_1378_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_32_ypos_02_fiber_number_1379_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_32_ypos_03_fiber_number_1380_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_32_ypos_04_fiber_number_1381_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_32_ypos_05_fiber_number_1382_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_32_ypos_06_fiber_number_1383_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_32_ypos_07_fiber_number_1384_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_32_ypos_08_fiber_number_1385_NGC7025_LR-V.txt	5038.09	4.54	215.71	5.47	-0.1071	0.0170	0.0501	0.0191
spectrum_xpos_32_ypos_09_fiber_number_1386_NGC7025_LR-V.txt	5038.09	4.54	215.71	5.47	-0.1071	0.0170	0.0501	0.0191
spectrum_xpos_32_ypos_10_fiber_number_1387_NGC7025_LR-V.txt	5038.09	4.54	215.71	5.47	-0.1071	0.0170	0.0501	0.0191
spectrum_xpos_32_ypos_11_fiber_number_1388_NGC7025_LR-V.txt	5038.09	4.54	215.71	5.47	-0.1071	0.0170	0.0501	0.0191
spectrum_xpos_32_ypos_12_fiber_number_1389_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_32_ypos_13_fiber_number_1390_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_32_ypos_14_fiber_number_1391_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_32_ypos_15_fiber_number_1392_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_32_ypos_16_fiber_number_1393_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_32_ypos_17_fiber_number_1394_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_32_ypos_18_fiber_number_1395_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_32_ypos_19_fiber_number_1396_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_32_ypos_20_fiber_number_1397_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_32_ypos_21_fiber_number_1398_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_32_ypos_22_fiber_number_1399_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_32_ypos_23_fiber_number_1400_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_32_ypos_24_fiber_number_1401_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_32_ypos_25_fiber_number_1402_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_32_ypos_26_fiber_number_1403_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_32_ypos_27_fiber_number_1404_NGC7025_LR-V.txt	4942.77	4.28	187.73	5.92	-0.0350	0.0197	0.0849	0.0224
spectrum_xpos_32_ypos_28_fiber_number_1405_NGC7025_LR-V.txt	4942.77	4.28	187.73	5.92	-0.0350	0.0197	0.0849	0.0224
spectrum_xpos_32_ypos_29_fiber_number_1406_NGC7025_LR-V.txt	4942.77	4.28	187.73	5.92	-0.0350	0.0197	0.0849	0.0224
spectrum_xpos_32_ypos_30_fiber_number_1407_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_32_ypos_31_fiber_number_1408_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_32_ypos_32_fiber_number_1409_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_32_ypos_33_fiber_number_1410_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_32_ypos_34_fiber_number_1411_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_32_ypos_35_fiber_number_1412_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_32_ypos_36_fiber_number_1413_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_32_ypos_37_fiber_number_1414_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_32_ypos_38_fiber_number_1415_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_32_ypos_39_fiber_number_1416_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_32_ypos_40_fiber_number_1417_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_32_ypos_41_fiber_number_1418_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_32_ypos_42_fiber_number_1419_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_33_ypos_00_fiber_number_1420_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_33_ypos_01_fiber_number_1421_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_33_ypos_02_fiber_number_1422_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_33_ypos_03_fiber_number_1423_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_33_ypos_04_fiber_number_1424_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_33_ypos_05_fiber_number_1425_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_33_ypos_06_fiber_number_1426_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_33_ypos_07_fiber_number_1427_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_33_ypos_08_fiber_number_1428_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_33_ypos_09_fiber_number_1429_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_33_ypos_10_fiber_number_1430_NGC7025_LR-V.txt	5038.09	4.54	215.71	5.47	-0.1071	0.0170	0.0501	0.0191
spectrum_xpos_33_ypos_11_fiber_number_1431_NGC7025_LR-V.txt	5052.46	4.10	190.33	5.16	-0.1036	0.0177	0.0657	0.0207
spectrum_xpos_33_ypos_12_fiber_number_1432_NGC7025_LR-V.txt	5052.46	4.10	190.33	5.16	-0.1036	0.0177	0.0657	0.0207
spectrum_xpos_33_ypos_13_fiber_number_1433_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_33_ypos_14_fiber_number_1434_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_33_ypos_15_fiber_number_1435_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_33_ypos_16_fiber_number_1436_NGC7025_LR-V.txt	5055.30	3.72	205.82	4.68	-0.0909	0.0150	0.0618	0.0170
spectrum_xpos_33_ypos_17_fiber_number_1437_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_33_ypos_18_fiber_number_1438_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_33_ypos_19_fiber_number_1439_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_33_ypos_20_fiber_number_1440_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_33_ypos_21_fiber_number_1441_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_33_ypos_22_fiber_number_1442_NGC7025_LR-V.txt	5001.60	4.55	188.40	6.13	-0.0918	0.0201	0.0946	0.0239
spectrum_xpos_33_ypos_23_fiber_number_1443_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_33_ypos_24_fiber_number_1444_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_33_ypos_25_fiber_number_1445_NGC7025_LR-V.txt	4958.75	3.30	210.65	4.39	-0.0435	0.0134	0.0706	0.0150
spectrum_xpos_33_ypos_26_fiber_number_1446_NGC7025_LR-V.txt	4942.77	4.28	187.73	5.92	-0.0350	0.0197	0.0849	0.0224
spectrum_xpos_33_ypos_27_fiber_number_1447_NGC7025_LR-V.txt	4942.77	4.28	187.73	5.92	-0.0350	0.0197	0.0849	0.0224
spectrum_xpos_33_ypos_28_fiber_number_1448_NGC7025_LR-V.txt	4942.77	4.28	187.73	5.92	-0.0350	0.0197	0.0849	0.0224
spectrum_xpos_33_ypos_29_fiber_number_1449_NGC7025_LR-V.txt	4942.77	4.28	187.73	5.92	-0.0350	0.0197	0.0849	0.0224
spectrum_xpos_33_ypos_30_fiber_number_1450_NGC7025_LR-V.txt	4942.77	4.28	187.73	5.92	-0.0350	0.0197	0.0849	0.0224
spectrum_xpos_33_ypos_31_fiber_number_1451_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_33_ypos_32_fiber_number_1452_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_33_ypos_33_fiber_number_1453_NGC7025_LR-V.txt	4904.71	4.89	210.72	6.56	-0.0864	0.0194	0.0938	0.0224
spectrum_xpos_33_ypos_34_fiber_number_1454_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_33_ypos_35_fiber_number_1455_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_33_ypos_36_fiber_number_1456_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_33_ypos_37_fiber_number_1457_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_33_ypos_38_fiber_number_1458_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_33_ypos_39_fiber_number_1459_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_33_ypos_40_fiber_number_1460_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_33_ypos_41_fiber_number_1461_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_33_ypos_42_fiber_number_1462_NGC7025_LR-V.txt	4913.27	6.43	200.88	8.19	0.0455	0.0269	0.0436	0.0301
spectrum_xpos_34_ypos_00_fiber_number_1463_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_34_ypos_01_fiber_number_1464_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_34_ypos_02_fiber_number_1465_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_34_ypos_03_fiber_number_1466_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_34_ypos_04_fiber_number_1467_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_34_ypos_05_fiber_number_1468_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_34_ypos_06_fiber_number_1469_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_34_ypos_07_fiber_number_1470_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_34_ypos_08_fiber_number_1471_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_34_ypos_09_fiber_number_1472_NGC7025_LR-V.txt	5025.70	4.92	195.19	6.44	-0.0518	0.0213	0.0683	0.0239
spectrum_xpos_34_ypos_10_fiber_number_1473_NGC7025_LR-V.txt	5052.46	4.10	190.33	5.16	-0.1036	0.0177	0.0657	0.0207
spectrum_xpos_34_ypos_11_fiber_number_1474_NGC7025_LR-V.txt	5052.46	4.10	190.33	5.16	-0.1036	0.0177	0.0657	0.0207
spectrum_xpos_34_ypos_12_fiber_number_1475_NGC7025_LR-V.txt	5052.46	4.10	190.33	5.16	-0.1036	0.0177	0.0657	0.0207
spectrum_xpos_34_ypos_13_fiber_number_1476_NGC7025_LR-V.txt	5052.46	4.10	190.33	5.16	-0.1036	0.0177	0.0657	0.0207
spectrum_xpos_34_ypos_14_fiber_number_1477_NGC7025_LR-V.txt	5052.46	4.10	190.33	5.16	-0.1036	0.0177	0.0657	0.0207
spectrum_xpos_34_ypos_15_fiber_number_1478_NGC7025_LR-V.txt	5052.46	4.10	190.33	5.16	-0.1036	0.0177	0.0657	0.0207
spectrum_xpos_34_ypos_16_fiber_number_1479_NGC7025_LR-V.txt	5052.46	4.10	190.33	5.16	-0.1036	0.0177	0.0657	0.0207
spectrum_xpos_34_ypos_17_fiber_number_1480_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_34_ypos_18_fiber_number_1481_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_34_ypos_19_fiber_number_1482_NGC7025_LR-V.txt	5016.86	3.46	214.06	4.27	-0.0781	0.0135	0.0473	0.0150
spectrum_xpos_34_ypos_20_fiber_number_1483_NGC7025_LR-V.txt	5001.60	4.55	188.40	6.13	-0.0918	0.0201	0.0946	0.0239
spectrum_xpos_34_ypos_21_fiber_number_1484_NGC7025_LR-V.txt	5001.60	4.55	188.40	6.13	-0.0918	0.0201	0.0946	0.0239
spectrum_xpos_34_ypos_22_fiber_number_1485_NGC7025_LR-V.txt	5001.60	4.55	188.40	6.13	-0.0918	0.0201	0.0946	0.0239
